user_id,payment_time,revenue
7058e3a9-d7d6-4285-9c2d-8ad7671494fa,2022-12-01 05:15:00,138
6baaa0db-45d7-42e8-a9db-7ec70a56fc9d,2022-08-08 05:47:00,440
de908b0f-be73-4970-b8ce-a3e402543311,2022-07-26 05:23:00,708
69010b5f-0eee-42b2-9c68-f1b2502c9ca1,2022-02-03 20:22:00,675
4b4ca53b-a0bd-4e78-b7d2-4fb53b164e83,2022-09-04 04:51:00,971
6307891c-1383-4496-8d1f-785f23dee356,2022-03-13 19:51:00,542
3c89e61c-52ed-4240-8f4e-520b9669499d,2022-09-22 06:58:00,583
d3d33bb7-5cd8-46b3-9440-3ebafd6c7109,2022-05-21 10:11:00,194
1b01afeb-d102-4af9-a682-334619480b46,2022-05-01 14:10:00,771
8531eb70-4b01-4025-bee0-96424533ba0c,2022-03-12 21:26:00,12
87e76c85-f421-4fde-bb4f-2f3b2b13b98b,2022-06-25 10:05:00,728
39214150-0096-444b-9a14-6e0382046d90,2022-04-03 08:14:00,927
a9d09502-5e28-4fa3-9629-cd09c37462c9,2022-05-06 21:24:00,935
ef30c20b-44b1-4ed6-ad73-d6327c74d296,2022-07-12 19:25:00,544
b95e2afc-ce05-4c20-a616-c14d2ecb2ee6,2022-09-13 09:57:00,574
ee659ac9-7eba-4069-8544-79b77bd0d48f,2022-11-17 12:38:00,800
2f93566e-89af-42ca-91d4-a81666fa7196,2022-04-14 04:23:00,385
19b0c0ee-acc0-40de-906f-7125478451ed,2022-10-23 23:03:00,336
e65232d9-53a0-4e6a-9c3f-102aa667de50,2022-04-07 01:19:00,80
c4c5c260-c180-4cbc-9d15-eda579a67044,2022-01-27 18:27:00,424
bab6124c-9791-45cf-9e65-6ca6bc333bf3,2022-06-14 06:54:00,702
72aba64b-208f-4106-a3eb-af53bfafe619,2022-08-28 18:52:00,104
c9c8e2cd-fe2a-4bfb-b155-4227310cbec0,2022-10-08 04:11:00,608
ed2fd4d1-cbdd-4d48-b00b-55fe110f4e0f,2022-09-03 05:38:00,357
75fc5793-892a-4049-898d-4c4ffe846449,2022-02-02 03:35:00,476
feff5b4a-e541-4efb-bece-c3546e80a944,2022-11-22 12:32:00,675
ba29f1ce-a7aa-403a-91aa-d0169d1e990b,2022-03-22 18:07:00,963
f135cf58-1c5c-4e71-99a2-d5c8a64f6f83,2022-02-21 08:56:00,803
a35c4ec9-7e5c-438a-8dd3-325e3d9a0ca7,2022-08-22 19:19:00,274
d80503a6-35df-491c-bfa5-9afd912c0ea4,2022-11-15 02:48:00,908
6cc5da16-d9a2-45b6-96fa-4115d7890784,2022-06-10 04:08:00,992
be90bf68-a164-4549-a4fa-1dd591fcaca9,2022-09-07 13:26:00,240
de1eff76-0c80-4fa8-b1e7-d2e4eed85042,2022-09-28 18:54:00,412
4c7d05f7-5073-403a-a7a4-0b4d5cf67913,2022-05-24 12:32:00,664
8c3bf3ec-3422-4aa3-916c-68ed7ec25db4,2022-11-10 12:23:00,708
d04c88ec-669d-48ed-acdc-10e9ee0ee1b7,2022-07-20 17:22:00,3
44df5985-f5db-4679-a130-325e6e9a253d,2022-11-05 08:46:00,288
ccf67d63-8f0d-4b39-8075-200cf4248747,2022-07-24 01:34:00,268
44df5985-f5db-4679-a130-325e6e9a253d,2022-04-06 15:54:00,966
cf6c0041-8a2b-43de-82b7-5e4765737090,2022-12-06 19:39:00,672
2814f674-8ba5-47b5-88e1-69309f8677f0,2022-09-02 16:21:00,963
a5b252de-4e80-4249-a836-fa04d8dc2cac,2022-01-22 03:23:00,543
c1575a70-c421-4abe-9948-9a063a2d2357,2022-02-03 16:11:00,42
ac7846b9-7096-44c1-a174-a7ff5c6d790c,2022-08-02 19:29:00,385
5992117d-fe6e-45c1-b2c4-fd4d302211e8,2022-07-04 07:56:00,229
9ae4992b-6b83-4fe6-a0ac-f58fb39027cb,2022-05-09 21:01:00,329
a2cbff03-caae-4d3b-8e5f-fd341a63e0bb,2022-09-14 06:49:00,659
f7a3594b-9849-45af-9ebb-4ddb9881531f,2022-08-15 04:30:00,242
186c45bf-27b8-423a-b156-2841effbc40a,2022-09-28 16:52:00,792
80d65045-e0f1-48d4-8245-576491dc593a,2022-10-10 19:12:00,901
8d485935-e778-41e3-b567-78d9d8aad25a,2022-01-13 11:05:00,315
75e307ee-ff6b-4cc1-9949-d123d3bae148,2022-07-22 17:02:00,428
d57de2ea-00d3-4597-a005-f053410f9296,2022-05-02 23:14:00,954
68dcb25d-1dab-45a3-a93a-fbdd1a286fe7,2022-06-04 13:42:00,750
7ee27650-6bff-4166-aa99-26de1a9335e6,2022-08-17 11:59:00,889
e6398679-9722-4f92-b7f7-7789ce1db9ac,2022-10-25 01:55:00,757
2b939435-5cf6-40b2-86ad-23b83632a258,2022-03-07 05:16:00,173
b900fdce-074d-4b33-b2dc-5325f137e62f,2022-08-17 22:05:00,488
d5e8113c-d20a-4637-8bef-30a2a1c9df4c,2022-12-15 16:48:00,896
c78fd15b-277f-48ed-b501-a6c4ff723e10,2022-02-27 00:54:00,705
b238cf65-7339-48aa-8b8a-2c33625e0adb,2022-10-11 16:02:00,872
eebe9253-7a91-4017-a8c8-6e4d70e324d2,2022-05-03 16:48:00,351
c9027390-f902-4313-b2e0-5b600344ec36,2022-06-27 04:57:00,648
5b0cc0a3-7c7e-4887-a28c-d607fc54abe2,2022-05-25 00:00:00,53
d5d50bfe-6ac2-44af-b3ae-645b2f519cc0,2022-10-06 06:06:00,56
e611ad14-4d87-412d-844f-4f6e6dab462a,2022-05-21 22:49:00,685
5f1fc49e-12a0-4d68-9c93-68a5eea80410,2022-05-14 01:49:00,910
ad81285c-ea40-4363-befc-f00d83f2f3ff,2022-06-27 22:13:00,675
d7cd9a7c-aef9-4c3a-8099-afb5711b8dda,2022-05-16 09:09:00,891
b56512a2-9b47-4c72-8d1c-6e8754c8779b,2022-08-25 21:21:00,267
726759ee-199d-4fe4-9d17-3f6e900e95f4,2022-02-22 07:34:00,479
9cae0aca-43bb-4753-bcb1-6adf5aa3e646,2022-05-27 03:05:00,197
0c4d68b0-f5f3-4b9a-9f64-6bc5bb745649,2022-07-03 23:49:00,782
9cae0aca-43bb-4753-bcb1-6adf5aa3e646,2022-07-08 08:42:00,745
195f508f-b779-498d-b75e-eac0b78cd588,2022-04-14 21:41:00,542
c85f51b6-b048-4cfa-8e6a-dd6859d3042b,2022-07-20 22:30:00,170
81cc32f5-e9fd-41d1-8ed3-df1fed8fc314,2022-06-26 19:36:00,414
ad81285c-ea40-4363-befc-f00d83f2f3ff,2022-08-11 17:07:00,760
207338b0-5750-4f98-9872-8d43398e1851,2022-12-12 09:16:00,202
a60b7ef6-e152-4640-9e1f-d9ec95d23831,2022-05-24 06:55:00,30
0e4970f4-18ee-4b53-bc54-7bc0ef673bc6,2022-04-10 10:52:00,956
5b28c61c-d43c-4224-aa85-05e94bcfc0f5,2022-05-15 05:28:00,42
73422411-c113-42cb-822f-048260c171fa,2022-02-09 15:54:00,688
22b4d6f5-69ef-4f47-b546-d30563ff143c,2022-04-16 04:51:00,12
c9031467-31b8-4a4d-917a-5d08cd401e04,2022-09-13 20:26:00,591
9fd0356b-a3b5-4c21-9bf9-b00c49ec242a,2022-01-09 18:26:00,363
4b4ca53b-a0bd-4e78-b7d2-4fb53b164e83,2022-12-03 12:11:00,197
a5b2fe24-a8b1-4cfa-a0c1-ba56278a123b,2022-07-11 21:06:00,257
3c871271-abe8-4c8b-aa44-af71a007244f,2022-03-17 17:54:00,541
a7c88415-0da0-460d-8a9f-051855b00d33,2022-11-26 19:16:00,783
8dc3b525-3b6d-4e94-84ae-9c3ff8ae074d,2022-05-24 14:25:00,588
3fecfc04-4a06-42a6-9d74-9ed7ddd469d2,2022-12-28 16:04:00,330
23bd0533-6675-4353-b5f0-c998b1bb6d03,2022-11-25 03:00:00,512
11f9f5f5-1069-4f53-b460-97535c183ad0,2022-07-22 23:25:00,494
ea5510a1-ea0b-49de-aff4-386823e1bac6,2022-10-06 05:07:00,172
cde2d364-162e-40b4-bf92-b1569e244402,2022-12-27 11:57:00,766
81e7d900-f11e-49a9-93da-3bf91dc81b99,2022-12-01 16:09:00,652
b1bba2a4-5d56-4a52-8686-8de21e9c9bd9,2022-06-19 23:12:00,310
b72667ed-6cfb-451e-97f9-debc49121721,2022-12-18 08:11:00,315
fdda8ea3-402f-4d04-a2e6-2a2390d688b4,2022-04-20 22:20:00,59
c1441bcf-7ca9-4369-9810-10f5ac065684,2022-06-10 17:51:00,949
80a97aa7-61c2-4109-98a8-ac5bfaa95a1f,2022-08-24 14:47:00,491
f4cd98a5-4134-49c5-8118-5fae8e12074e,2022-12-10 19:23:00,934
a76f9f9a-3ed6-4873-b23f-40268a6bcf67,2022-02-21 15:28:00,777
50dfd73e-a29b-43b4-bb3b-ae87d82f2d47,2022-08-09 09:51:00,785
1c0bbd73-725d-460b-9686-eac8ac4f086a,2022-02-08 20:08:00,6
2aeee805-ebce-4821-828c-10b46e10132e,2022-08-28 19:25:00,551
234c2d6e-9d7f-43e4-acb4-62a291bda77e,2022-03-19 06:31:00,912
037e8b29-2bbe-4761-b5a0-e41ffe1c5410,2022-03-15 19:51:00,463
8ec2c2e8-dd79-44f9-a5d9-64bc02fc40cc,2022-03-15 06:58:00,594
0bfe2bb5-ca8f-4c1f-a8fd-80b7ec3540cc,2022-07-12 19:35:00,415
24a96364-4d1b-485b-b50d-12beb9eab329,2022-02-28 02:59:00,739
50806f75-4d6c-4e5d-8c8e-c06f68d56f62,2022-01-06 02:56:00,472
171000de-ef1c-4f31-be80-543bf0bd2f7e,2022-09-21 05:17:00,864
480505e3-f761-47fe-b650-677b9803eb29,2022-05-02 04:51:00,34
b1bba2a4-5d56-4a52-8686-8de21e9c9bd9,2022-08-10 13:43:00,487
200478af-4279-417f-8bf1-5f68c5e6cd0f,2022-12-14 19:07:00,558
80a97aa7-61c2-4109-98a8-ac5bfaa95a1f,2022-02-07 19:43:00,432
e1e2f57f-24e7-410c-ae5e-c2c5c0905992,2022-03-27 11:13:00,781
498bb5f9-c4a4-40dc-a22b-780810c3f9e5,2022-06-05 13:05:00,833
6a716684-c853-41fa-86dd-6d5933b10fdf,2022-01-24 14:14:00,400
609c9c92-9b37-4af1-9524-36644d1244b1,2022-01-15 21:53:00,703
036b1c1e-8dfa-46b1-b06a-7717def0efc4,2022-09-26 19:09:00,604
a9c99aab-2a0f-47a2-a130-da2057003a72,2022-05-07 15:33:00,536
2b50bd31-7302-4fa9-80a6-a9c3a96bb0d2,2022-02-20 06:02:00,324
75fc5793-892a-4049-898d-4c4ffe846449,2022-09-09 21:34:00,332
006e27ce-40de-4f62-bbec-30579a0b0957,2022-05-04 02:56:00,472
e10c9923-26ae-4f71-89cb-b75a793a22d8,2022-04-28 01:11:00,491
559f2420-dfc5-4bd2-9c94-07f1f02115a1,2022-11-10 22:47:00,992
9eace0e4-a09c-4c84-b7e2-b563b0ddf523,2022-11-06 18:57:00,984
6aeb8b26-e054-4171-b0b9-9b701c6ad3fb,2022-04-15 11:39:00,363
32e56f54-ea89-4531-b5dd-e6d53f8e9ce5,2022-09-01 17:39:00,833
d67b5494-c4b8-4a26-b84c-a0a90681a5dc,2022-02-24 17:42:00,20
188682a4-69a6-43fe-a44e-6474337067ff,2022-12-18 03:17:00,207
be53de53-c0c4-442c-89ed-d53d844f6279,2022-01-01 17:53:00,211
1cba7c2d-1dec-461a-af53-4f5ac78050c7,2022-02-26 00:01:00,904
6436586c-d942-4656-905d-6b442cd18e69,2022-05-14 21:15:00,517
93bc50a9-af62-4384-869d-5753f74f8ef8,2022-07-13 23:24:00,265
aa56e3d7-21f2-421f-bf9e-a67fdab163f4,2022-08-14 21:40:00,379
5f1fc49e-12a0-4d68-9c93-68a5eea80410,2022-01-26 02:33:00,823
5a1c9c22-2b49-4702-b4eb-3432749e305a,2022-01-28 18:14:00,606
c4675c8f-2565-49f4-bc97-425fd188c516,2022-06-04 05:39:00,296
36854c35-4f72-4992-9e77-b01c7df0c832,2022-12-20 15:47:00,92
9d1b1a90-48ee-44fa-b543-891c4eb22d10,2022-12-27 14:33:00,71
3f62aef9-fb59-4219-a828-d1b181a1e878,2022-04-12 03:10:00,480
c557b4b9-d45a-4565-b8fa-317503d5a5d2,2022-07-07 10:10:00,676
0c4d68b0-f5f3-4b9a-9f64-6bc5bb745649,2022-01-12 19:35:00,960
5b8eba43-86b7-4980-8ff6-d1920478043e,2022-11-07 11:38:00,752
6216e5ed-3b58-4e8a-ac47-9c63f537ffdb,2022-12-18 14:07:00,287
a733c423-8634-4b2f-9758-0a82bf273c37,2022-10-14 08:44:00,679
2327dba1-3664-46f6-8599-08f1ae9f2241,2022-03-21 19:08:00,963
c69d9645-ad65-46cd-b385-1673b33b8e8e,2022-12-05 04:24:00,471
90d8d77c-4460-4529-a2d7-3f9eaadf4008,2022-09-18 19:08:00,742
06bf2a4c-d67f-43b1-8199-d6c808c71e1b,2022-07-04 03:28:00,653
c2d687a7-904a-4aa1-97ed-7681d79cb5b9,2022-12-27 17:26:00,10
714c06ca-7eda-49ac-a3a9-ee0f2f66a1cd,2022-11-25 18:41:00,465
94f929df-606f-427a-90a5-dafea929c86c,2022-12-21 15:32:00,528
5d99c886-91a3-4607-8bfc-adc1d7b2121a,2022-11-18 06:02:00,527
f00d89a1-ecff-4431-9c5e-1f8cf743f421,2022-10-25 12:52:00,900
c4c5c260-c180-4cbc-9d15-eda579a67044,2022-04-06 20:03:00,862
2cb60274-2bf8-476e-95c0-5030ca1e38b4,2022-04-17 09:33:00,57
ae70e086-0cfc-4970-9fb5-35928930e67c,2022-01-12 21:10:00,607
f52b7dda-c5d6-47ea-aa9d-3c0c8a0f8cd4,2022-02-17 20:56:00,49
1b01afeb-d102-4af9-a682-334619480b46,2022-04-15 19:07:00,480
2c0e3dbd-5f8b-459b-9c33-8c0412bcd9b4,2022-06-05 20:07:00,676
bc6cd218-037f-4883-aa3c-4b4185c262a2,2022-05-26 12:40:00,600
d6f237c2-f3c3-4888-b32e-493fcb624dce,2022-04-06 22:28:00,170
d1ab1b55-a37e-479f-9eb5-88b36cf9453b,2022-07-13 20:34:00,462
c11da74e-ed3d-408a-afd4-95016dc13fb9,2022-04-19 22:49:00,417
a76f9f9a-3ed6-4873-b23f-40268a6bcf67,2022-07-17 14:11:00,137
4d21d3c8-9943-479c-9ca9-f8d58cb0cc9b,2022-01-23 07:43:00,686
997ee230-1cb4-4eab-bff0-d88a9358e198,2022-03-18 22:16:00,225
93e29e56-a323-46d3-9577-b07500521594,2022-02-10 03:48:00,300
714c06ca-7eda-49ac-a3a9-ee0f2f66a1cd,2022-04-20 17:02:00,375
0a8cc2f6-f591-41be-b5e8-02c49bb6b04f,2022-01-09 14:17:00,509
322313b4-cfe3-4ecf-b625-52dd40f6188e,2022-09-11 23:58:00,263
279da20d-3faf-4f7b-b0cc-cc5cd9c91270,2022-12-24 12:53:00,135
210ada49-52ca-49d0-81b4-5705f8f22ecd,2022-05-22 01:58:00,506
24cfaea5-548f-4263-ad71-f7abd4986d26,2022-09-05 02:28:00,319
068c6fe5-417e-4621-b15d-da07cbf5a42f,2022-06-14 13:19:00,457
949e9f9d-536e-4fe9-a748-8daa0d1bb609,2022-03-26 02:52:00,625
26644b9c-a289-4071-886a-4c3e91766428,2022-04-03 10:27:00,603
188682a4-69a6-43fe-a44e-6474337067ff,2022-12-04 11:23:00,350
d57de2ea-00d3-4597-a005-f053410f9296,2022-09-23 11:35:00,456
c933d5d8-c6f6-4e6c-b55c-1caa5f05824b,2022-08-23 02:09:00,659
f1c9cc23-4cc6-4315-b26f-a12bee2932de,2022-04-05 06:11:00,655
f0f43ad8-d195-4837-8378-839be9fb4d25,2022-02-25 20:29:00,800
999d7f0c-0463-4339-bdf0-23b2cb966825,2022-06-01 17:47:00,791
36c67fc3-d4e4-4e13-ac5e-e54e9b092820,2022-09-19 05:15:00,925
1e11bc29-ad1e-4c0c-b033-8dd91c108419,2022-12-06 19:30:00,497
afa30be5-762b-4e7f-895d-f1d94284695c,2022-08-28 23:42:00,309
16d84dee-0005-4c31-9bc1-f62ee71e5dc2,2022-06-10 02:43:00,168
539d3727-d92e-434f-95f3-9c4338f0a8ac,2022-08-15 14:56:00,903
9fd0356b-a3b5-4c21-9bf9-b00c49ec242a,2022-04-07 03:29:00,881
c933d5d8-c6f6-4e6c-b55c-1caa5f05824b,2022-03-22 02:03:00,9
00acf2cf-861e-41f2-bf08-156278736eac,2022-01-26 00:02:00,149
66a4fffd-b12b-49b8-a5d0-861869009c97,2022-07-17 05:48:00,976
691a04af-3b45-44b7-a4f0-aa42a5b77857,2022-01-08 02:44:00,702
609c9c92-9b37-4af1-9524-36644d1244b1,2022-10-21 17:32:00,808
25003a23-3646-4fdf-a6c9-74e2f9b973de,2022-08-10 05:03:00,183
b900fdce-074d-4b33-b2dc-5325f137e62f,2022-01-17 07:37:00,895
d57de2ea-00d3-4597-a005-f053410f9296,2022-04-28 14:01:00,432
b42a215e-124c-41fe-9b1d-8c5783157165,2022-10-27 06:43:00,573
2aeee805-ebce-4821-828c-10b46e10132e,2022-09-21 23:43:00,238
68885c86-681f-436c-9a2f-d435f483325e,2022-03-12 22:43:00,344
16e0159d-9cee-4073-95f9-8facfc6d1b77,2022-12-02 03:38:00,113
0bf7bcfc-f411-4c12-be4b-b1a4b8ae454d,2022-08-10 20:46:00,331
3f1e884f-594f-465f-a75b-9400696ac5a3,2022-05-18 11:46:00,890
6520f725-27ae-4b03-a0bb-98543ba1063a,2022-11-16 03:53:00,872
d13cf8a9-c8a7-49ed-a315-27c1c05081c6,2022-11-18 11:09:00,523
53b89be8-ab2d-490b-bc8e-6a3e47073cde,2022-01-10 14:57:00,985
16e0159d-9cee-4073-95f9-8facfc6d1b77,2022-12-15 06:03:00,524
0df18f24-03b9-445f-a463-13ff26e938a8,2022-02-21 11:26:00,812
30ec25d5-b8f7-49e3-aff5-b04297878fbb,2022-04-16 07:28:00,371
ce45f09b-1126-4f69-949d-91009a076b25,2022-02-18 23:29:00,29
75fc5793-892a-4049-898d-4c4ffe846449,2022-05-15 18:55:00,699
e15fca18-31b5-4753-8f8b-1e0af5214f4a,2022-06-15 09:20:00,460
9ca756c9-518a-4242-9da7-c117586d3f6e,2022-05-12 08:10:00,871
bd20d373-370c-40c7-a274-2683f7ee3c28,2022-03-04 15:15:00,144
44e52b4f-9039-451d-b27e-4c01e6ddd288,2022-12-14 14:15:00,108
03f07bff-0613-4f6c-b28a-fba9fcb50619,2022-10-01 01:41:00,311
0ffeb293-414e-42f8-ac58-51ccffab9622,2022-07-19 17:30:00,323
61e30a20-5408-4ebd-95b4-942c47227be4,2022-08-05 18:18:00,941
94f929df-606f-427a-90a5-dafea929c86c,2022-08-25 19:40:00,569
70fae3ed-b583-4853-9c51-460f06212663,2022-06-04 22:06:00,75
f109f882-05e7-4a25-bc67-d3dcc9ba0ec7,2022-05-17 17:29:00,180
f94f41ed-e787-44fc-842b-b977d4c73bc5,2022-04-03 06:04:00,499
105c8eef-ce21-469d-81d5-fc2bb14c83bf,2022-06-02 15:57:00,274
1829b041-be01-4abd-a1ab-62f8af2885b0,2022-01-25 18:01:00,930
0dac31ee-06d8-45a5-9d3f-e4097158878f,2022-04-24 15:00:00,114
e2e78eab-130d-4804-b917-76a0a89f2217,2022-05-08 17:17:00,890
4f3633ae-38e7-4125-b599-965b7c4a7c5f,2022-10-23 14:08:00,99
068c6fe5-417e-4621-b15d-da07cbf5a42f,2022-04-20 20:12:00,520
91c03eb6-4602-4b59-8d18-85f5b594c7d1,2022-07-21 19:30:00,775
d67b5494-c4b8-4a26-b84c-a0a90681a5dc,2022-01-04 22:21:00,594
91c03eb6-4602-4b59-8d18-85f5b594c7d1,2022-05-20 20:41:00,904
6cbca30d-cd26-42d7-b766-685f2e2864ea,2022-10-27 00:29:00,596
4d15c37e-e6f2-4d1a-88b2-598b9cd555ac,2022-03-02 16:23:00,114
36854c35-4f72-4992-9e77-b01c7df0c832,2022-04-16 23:17:00,322
6aeb8b26-e054-4171-b0b9-9b701c6ad3fb,2022-08-08 14:41:00,842
9e494cb3-9165-4d24-8b68-6f5fbca2c134,2022-12-12 17:36:00,625
a1494b97-096c-46ad-880d-3592cef8107c,2022-09-03 03:09:00,351
80d38762-86c2-4572-a3ba-089c300363c4,2022-07-28 03:54:00,731
410f789b-c43c-479a-83f1-7ea1b2a6fcdc,2022-03-09 18:45:00,421
4e9032cd-b973-4717-95e9-edcf3b687744,2022-11-04 22:29:00,369
24cfaea5-548f-4263-ad71-f7abd4986d26,2022-07-09 08:15:00,790
8e97e008-8655-44d6-b47d-cac3d00a9102,2022-11-01 19:22:00,483
119cc060-9620-40fd-afb4-bd5ad71ca5ba,2022-02-12 09:26:00,53
c1d7069c-a6ba-46ff-abf0-83783bf233e4,2022-10-18 15:24:00,592
